id,first_name,gender,birthday,Age,abonoment_type,visit_per_week,days_per_week,attend_group_lesson,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,personal_training,name_personal_trainer,marketing_channel,membership_duration_months,total_spend_amount,distance_from_gym_km,attend_special_events,monthly_visit_count,customer_satisfaction_rating,primary_fitness_goal,referral_member,visit_satisfaction_interaction,spend_duration_interaction,visit_distance_ratio,spend_per_visit
786,Margareta,Female,00:00.0,45,Premium,4,"Fri, Mon, Sun, Wed",False,,19:32:00,21:32:00,72.15644594268875,False,,Email,44,1790.42,8.68,False,10,6.6,Weight Loss,False,66.0,78778.48000000001,1.1507479861910241,178.86313686313687
787,Codi,Female,00:00.0,20,Standard,1,Wed,False,,11:35:00,13:53:00,67.6977177893139,False,,Social Media,18,914.59,0.85,False,13,5.2,Wellness,False,67.60000000000001,16462.62,15.116279069767442,70.29900076863952
788,Kane,Male,00:00.0,48,Standard,3,"Fri, Sun, Wed",False,,19:44:00,22:18:00,57.867447766079586,False,,Flyer,6,1233.82,15.96,False,9,5.6,Weight Loss,False,50.4,7402.92,0.5635566687539135,136.93895671476136
789,Starlin,Female,00:00.0,41,Standard,4,"Mon, Sat, Sun, Wed",False,,17:08:00,17:39:00,80.18909019095314,True,Jeffrey,Email,18,1281.05,1.85,False,14,9.6,General Health,True,134.4,23058.899999999998,7.526881720430107,91.43825838686652
790,Derron,Male,00:00.0,24,Standard,2,"Fri, Thu",False,,13:22:00,14:21:00,91.41257317711253,True,Jeffrey,Email,19,1203.81,9.75,False,18,7.5,Weight Loss,False,135.0,22872.39,1.8442622950819672,66.84119933370349
791,Fred,Female,00:00.0,47,Premium,3,"Sun, Thu, Wed",False,,16:49:00,18:12:00,83.83710928821151,False,,Referral,22,1420.14,11.43,True,15,7.3,General Health,True,109.5,31243.08,1.3111888111888113,94.61292471685543
792,Celestina,Female,00:00.0,42,Standard,3,"Sat, Sun, Wed",True,"HIT, Spinning, XCore",11:44:00,13:18:00,57.57319084554489,True,Chantal,Walk-In,37,513.0,12.75,False,10,5.2,General Health,False,52.0,18981.0,0.7836990595611285,51.24875124875125
793,Berk,Male,00:00.0,33,Standard,1,Tue,True,Running,16:06:00,18:49:00,75.30681243195237,False,,Flyer,32,1049.11,13.93,False,7,8.6,Muscle Gain,False,60.199999999999996,33571.52,0.5021520803443329,149.65905848787446
794,Vallie,Female,00:00.0,24,Standard,4,"Fri, Mon, Sun, Tue",False,,17:17:00,18:20:00,72.33383550113325,False,,Social Media,41,253.24,5.44,False,8,7.6,Weight Loss,True,60.8,10382.84,1.4678899082568806,31.615480649188516
795,Jeremie,Male,00:00.0,29,Standard,1,Thu,True,LesMiles,12:59:00,14:55:00,52.65806573394272,True,Mike,Flyer,3,799.8,0.69,False,3,6.0,Weight Loss,False,18.0,2399.3999999999996,4.285714285714286,265.7142857142857
796,Marylinda,Female,00:00.0,29,Standard,4,"Sun, Thu, Tue, Wed",True,"HIT, XCore, BodyBalance",9:21:00,11:38:00,63.46707830144628,True,Jeffrey,Social Media,28,1000.95,14.61,True,15,5.6,Weight Loss,True,84.0,28026.600000000002,1.0259917920656636,66.68554297135243
797,Alley,Male,00:00.0,46,Standard,5,"Fri, Mon, Sat, Tue, Wed",True,Spinning,9:41:00,10:23:00,78.62148797648503,True,Chantal,Walk-In,10,1321.84,10.95,False,16,6.9,Wellness,False,110.4,13218.4,1.4598540145985404,82.56339787632729
798,Donall,Male,00:00.0,36,Premium,1,Fri,True,"BodyBalance, Kickboxen, Pilates",20:44:00,21:28:00,73.63721776111085,True,Chantal,Social Media,35,1903.54,16.8,False,4,9.2,Muscle Gain,True,36.8,66623.9,0.23795359904818558,474.6982543640898
799,Helen-elizabeth,Female,00:00.0,29,Standard,4,"Mon, Sat, Sun, Wed",True,"Running, XCore",9:11:00,11:26:00,80.43817236314803,False,,Referral,29,1221.27,16.52,False,6,9.3,Muscle Gain,False,55.800000000000004,35416.83,0.36297640653357527,203.2063227953411
800,Roxy,Female,00:00.0,34,Premium,3,"Thu, Tue, Wed",False,,9:21:00,11:13:00,64.03023007967653,False,,Referral,15,1500.01,16.94,False,1,8.0,Muscle Gain,True,8.0,22500.15,0.05899705014749262,1485.1584158415842
801,Bonita,Female,00:00.0,47,Standard,2,"Thu, Tue",True,"LesMiles, HIT",19:19:00,21:44:00,59.83644419113891,False,,Referral,33,1037.22,9.96,False,4,8.6,Wellness,True,34.4,34228.26,0.40120361083249745,258.65835411471323
802,Kristan,Female,00:00.0,26,Standard,2,"Fri, Mon",True,"Spinning, Pilates",8:00:00,10:24:00,65.2917982617994,True,Hanna,Referral,7,1286.5,7.01,True,11,5.6,Weight Loss,False,61.599999999999994,9005.5,1.566951566951567,116.84831970935514
803,Cecily,Female,00:00.0,41,Standard,3,"Fri, Sun, Tue",False,,9:26:00,11:23:00,73.3611116857664,False,,Flyer,12,188.32,15.94,False,12,7.9,Weight Loss,True,94.80000000000001,2259.84,0.7523510971786834,15.680266444629476
804,Ben,Male,00:00.0,18,Standard,4,"Mon, Sun, Thu, Tue",False,,8:59:00,9:56:00,80.2709351299003,True,Mike,Walk-In,30,546.06,9.3,True,5,8.3,Weight Loss,False,41.5,16381.8,0.5370569280343717,108.9940119760479
805,Salaidh,Female,00:00.0,48,Standard,2,"Sun, Thu",True,"BodyPump, XCore",8:15:00,9:48:00,86.61363950506768,True,Jeffrey,Social Media,21,755.61,4.08,False,16,6.0,Muscle Gain,True,96.0,15867.81,3.9119804400977998,47.19612742036227
806,Beatriz,Female,00:00.0,25,Standard,5,"Fri, Mon, Sun, Thu, Wed",False,,16:13:00,18:08:00,93.52650265435499,False,,Social Media,31,971.36,17.17,True,13,9.4,Muscle Gain,False,122.2,30112.16,0.7566938300349242,74.66256725595696
807,Ardelis,Female,00:00.0,40,Standard,4,"Fri, Mon, Sat, Wed",True,"Yoga, Pilates",19:35:00,22:10:00,79.21403779155781,False,,Referral,24,139.02,17.71,True,13,6.0,General Health,False,78.0,3336.4800000000005,0.7336343115124152,10.685626441199078
808,Sosanna,Female,00:00.0,27,Standard,4,"Mon, Sat, Sun, Wed",False,,16:32:00,18:29:00,73.57828303277849,True,Hanna,Referral,20,323.05,9.59,False,17,6.6,Wellness,False,112.19999999999999,6461.0,1.7708333333333335,18.991769547325102
809,Rana,Male,00:00.0,34,Standard,2,"Mon, Sat",False,,13:25:00,15:29:00,65.8501356295826,False,,Email,37,589.79,1.98,False,7,8.1,Wellness,False,56.699999999999996,21822.23,3.5175879396984926,84.1355206847361
810,Neils,Male,00:00.0,30,Premium,2,"Sun, Tue",True,BodyBalance,14:19:00,17:05:00,74.05198456497862,True,Chantal,Walk-In,4,1944.49,8.06,False,8,8.2,Muscle Gain,False,65.6,7777.96,0.9913258983890954,242.7578027465668
811,Chaddy,Male,00:00.0,30,Standard,2,"Mon, Tue",False,,11:18:00,13:30:00,83.17505028255044,True,Jeffrey,Flyer,28,696.13,16.17,False,13,8.5,General Health,True,110.5,19491.64,0.8034610630407909,53.50730207532667
812,Kelly,Male,00:00.0,19,Standard,1,Sun,True,"LesMiles, BodyPump",14:30:00,15:58:00,71.92825258910935,True,Hanna,Social Media,44,989.98,18.08,False,16,5.6,Weight Loss,True,89.6,43559.12,0.8844665561083471,61.83510306058713
813,Johnathan,Male,00:00.0,49,Standard,5,"Fri, Mon, Sat, Sun, Wed",False,,14:07:00,14:53:00,77.70046867599874,False,,Email,20,432.39,4.47,False,4,9.2,Muscle Gain,False,36.8,8647.8,0.8928571428571429,107.82793017456359
814,Naoma,Female,00:00.0,27,Standard,1,Wed,True,Spinning,15:34:00,16:24:00,69.3402549921727,True,Chantal,Email,24,1241.02,1.81,False,8,7.7,Wellness,False,61.6,29784.48,4.395604395604395,154.9338327091136
815,Ranee,Male,00:00.0,38,Standard,1,Sun,False,,14:12:00,15:34:00,85.50186130995037,False,,Social Media,32,597.33,17.61,True,16,7.4,Wellness,False,118.4,19114.56,0.9080590238365494,37.30980637101811
816,Benoit,Male,00:00.0,47,Standard,2,"Sun, Wed",False,,12:18:00,14:36:00,82.22259396260978,True,Mike,Flyer,41,453.64,8.09,False,10,9.9,Wellness,True,99.0,18599.239999999998,1.234567901234568,45.31868131868132
817,Ailee,Female,00:00.0,39,Standard,3,"Mon, Sun, Wed",False,,17:06:00,19:13:00,77.67980303072491,True,Jeffrey,Email,36,1057.32,11.06,False,12,8.7,Weight Loss,True,104.39999999999999,38063.52,1.084010840108401,88.03663613655287
818,Gavin,Male,00:00.0,17,Standard,3,"Fri, Sun, Tue",True,"Pilates, Yoga",11:51:00,13:38:00,59.41173646615507,False,,Email,34,60.74,19.38,False,12,5.6,Wellness,True,67.19999999999999,2065.16,0.6188757091284167,5.057452123230641
819,Vi,Female,00:00.0,20,Standard,3,"Fri, Sun, Wed",False,,8:23:00,9:45:00,70.24542470506633,False,,Walk-In,36,64.94,1.8,True,5,8.8,Weight Loss,False,44.0,2337.84,2.7624309392265194,12.962075848303392
820,Kial,Female,00:00.0,15,Standard,3,"Fri, Sat, Wed",False,,14:33:00,17:03:00,81.04513712332579,False,,Flyer,2,477.18,13.14,True,16,5.5,Weight Loss,False,88.0,954.36,1.2167300380228137,29.8051217988757
821,Romona,Female,00:00.0,38,Standard,3,"Fri, Mon, Sun",True,XCore,13:20:00,15:41:00,37.71065844354198,False,,Email,15,121.61,1.95,True,1,5.1,Weight Loss,True,5.1,1824.15,0.5102040816326531,120.4059405940594
822,Mischa,Male,00:00.0,48,Standard,3,"Fri, Mon, Wed",False,,19:44:00,21:54:00,79.67938680806344,True,Chantal,Flyer,34,260.65,7.82,False,9,7.0,Muscle Gain,False,63.0,8862.099999999999,1.1494252873563218,28.92896781354051
823,Viola,Female,00:00.0,28,Standard,4,"Fri, Mon, Sun, Wed",False,,16:33:00,18:24:00,78.14818626207207,False,,Social Media,36,710.78,16.17,False,12,10.0,Weight Loss,False,120.0,25588.079999999998,0.741656365883807,59.18234804329725
824,Junie,Female,00:00.0,38,Premium,5,"Fri, Mon, Sat, Sun, Tue",False,,17:59:00,20:09:00,54.61716087380949,False,,Referral,6,1615.04,8.95,True,5,5.9,General Health,False,29.5,9690.24,0.5580357142857143,322.3632734530938
825,Baily,Male,00:00.0,49,Standard,3,"Fri, Sun, Wed",True,"Zumba, HIT",10:53:00,12:49:00,61.64710243104165,True,Mike,Email,39,1165.49,19.95,False,3,8.4,Wellness,True,25.200000000000003,45454.11,0.1503006012024048,387.2059800664452
826,Lizette,Female,00:00.0,32,Standard,1,Wed,False,,17:58:00,20:54:00,61.46890113097663,False,,Walk-In,42,1049.7,11.4,False,5,5.9,Muscle Gain,False,29.5,44087.4,0.43821209465381245,209.52095808383234
827,Whit,Male,00:00.0,18,Standard,3,"Fri, Sun, Thu",True,"Running, BodyPump, Spinning",14:33:00,16:04:00,58.87535718446538,False,,Social Media,12,622.3,6.76,False,2,8.6,Wellness,False,17.2,7467.599999999999,0.29542097488921715,309.60199004975124
828,Margarita,Female,00:00.0,18,Premium,2,"Fri, Wed",True,"Yoga, Zumba, Spinning",15:53:00,16:53:00,82.24101585748608,True,Hanna,Flyer,3,1866.92,4.79,False,14,7.5,Weight Loss,False,105.0,5600.76,2.916666666666667,133.2562455389008
829,Fields,Male,00:00.0,40,Standard,2,"Mon, Tue",True,"Kickboxen, Zumba",9:40:00,10:14:00,67.05291747374494,True,Hanna,Social Media,45,824.18,7.34,True,2,8.4,Muscle Gain,False,16.8,37088.1,0.272108843537415,410.0398009950249
830,Micky,Male,00:00.0,42,Standard,5,"Fri, Mon, Sun, Thu, Tue",True,"LesMiles, Zumba, HIT",12:05:00,14:36:00,66.62431247719901,True,Mike,Email,18,219.83,7.76,False,13,6.0,General Health,True,78.0,3956.94,1.6731016731016732,16.897002305918527
831,Wheeler,Male,00:00.0,28,Standard,4,"Fri, Mon, Tue, Wed",False,,9:35:00,11:59:00,62.6811039361383,True,Mike,Flyer,40,1253.28,1.84,False,7,8.7,Weight Loss,True,60.89999999999999,50131.2,3.7837837837837838,178.7845934379458
832,Caralie,Male,00:00.0,16,Standard,1,Tue,False,,8:41:00,10:55:00,78.04617816872795,False,,Referral,21,271.98,7.71,False,10,10.0,Wellness,False,100.0,5711.58,1.2953367875647668,27.170829170829172
833,Susana,Female,00:00.0,24,Standard,2,"Sun, Tue",True,"BodyBalance, Kickboxen",17:44:00,19:20:00,73.32639209395455,True,Hanna,Social Media,15,723.19,9.55,False,13,8.3,General Health,True,107.9,10847.85,1.3598326359832635,55.58724058416603
834,Avram,Male,00:00.0,14,Standard,3,"Sat, Sun, Thu",False,,19:16:00,20:30:00,80.1130798918028,True,Hanna,Email,33,1039.45,14.59,True,16,7.5,Weight Loss,False,120.0,34301.85,1.095890410958904,64.92504684572143
835,Mair,Female,00:00.0,20,Premium,3,"Fri, Mon, Sun",False,,15:37:00,16:54:00,84.07378768285206,True,Hanna,Walk-In,35,1754.73,13.31,False,14,9.6,General Health,False,134.4,61415.55,1.0510510510510511,125.24839400428266
836,Marieann,Female,00:00.0,41,Standard,1,Tue,True,"HIT, Zumba, XCore",9:46:00,11:52:00,66.42052484981261,True,Chantal,Flyer,26,1012.42,14.32,True,11,5.1,Weight Loss,False,56.099999999999994,26322.92,0.7676203768318214,91.95458673932788
837,Gal,Male,00:00.0,23,Premium,2,"Fri, Sat",False,,19:11:00,21:17:00,84.76737508105155,True,Chantal,Social Media,8,1419.4,0.66,False,10,8.6,Muscle Gain,True,86.0,11355.2,14.925373134328357,141.7982017982018
838,Montague,Male,00:00.0,49,Premium,3,"Fri, Thu, Tue",True,"Zumba, Spinning",20:40:00,23:05:00,82.33629844858595,True,Mike,Social Media,36,1985.99,4.74,False,6,9.4,Weight Loss,True,56.400000000000006,71495.64,1.263157894736842,330.44758735440934
839,Ynes,Female,00:00.0,45,Standard,2,"Mon, Sat",False,,8:54:00,9:40:00,49.13205381746183,True,Hanna,Referral,30,306.4,13.4,True,4,5.3,Muscle Gain,False,21.2,9192.0,0.2982848620432513,76.40897755610972
840,Darell,Female,00:00.0,48,Standard,2,"Sat, Tue",False,,20:26:00,22:29:00,52.7668571585939,True,Hanna,Referral,23,585.73,9.94,False,1,7.3,Weight Loss,True,7.3,13471.79,0.10050251256281408,579.9306930693069
841,Marthena,Female,00:00.0,29,Standard,3,"Fri, Mon, Sun",False,,11:00:00,13:06:00,55.742218572502445,False,,Walk-In,42,819.42,0.6,True,7,6.0,Weight Loss,False,42.0,34415.64,11.475409836065573,116.89300998573466
842,Gale,Female,00:00.0,31,Standard,5,"Fri, Mon, Sat, Sun, Thu",True,Pilates,9:47:00,11:42:00,64.41979689757777,True,Chantal,Walk-In,44,872.56,16.19,False,9,7.8,Wellness,False,70.2,38392.64,0.5555555555555555,96.84350721420644
843,Donnie,Female,00:00.0,29,Standard,1,Thu,True,BodyBalance,19:10:00,19:50:00,68.65115252711915,True,Mike,Email,14,851.49,15.57,False,8,8.2,General Health,False,65.6,11920.86,0.5134788189987163,106.30337078651685
844,Ogdan,Male,00:00.0,42,Premium,3,"Mon, Sat, Thu",True,Kickboxen,13:40:00,14:28:00,55.4769153381952,True,Mike,Email,14,1819.84,11.19,False,5,6.5,General Health,False,32.5,25477.76,0.44642857142857145,363.2415169660679
845,Curran,Male,00:00.0,29,Premium,2,"Sun, Tue",False,,17:09:00,18:30:00,92.58906408673016,True,Hanna,Walk-In,2,1442.36,1.8,False,19,7.3,General Health,True,138.7,2884.72,10.497237569060774,75.87375065754864
846,Colby,Male,00:00.0,45,Standard,2,"Sat, Sun",True,"HIT, Running",15:59:00,17:52:00,66.056292234015,True,Hanna,Walk-In,37,1235.42,15.45,False,10,6.4,Weight Loss,True,64.0,45710.54,0.646830530401035,123.41858141858143
847,Carolus,Male,00:00.0,29,Standard,1,Wed,False,,20:43:00,23:01:00,65.73599206140617,True,Mike,Flyer,5,653.28,11.88,False,11,6.8,Weight Loss,False,74.8,3266.3999999999996,0.9251471825063078,59.335149863760215
848,Pietro,Male,00:00.0,24,Premium,3,"Fri, Sun, Tue",True,Spinning,12:00:00,12:55:00,74.87105281850161,False,,Referral,38,1656.39,15.75,False,15,5.8,Weight Loss,False,87.0,62942.82000000001,0.9517766497461929,110.35243171219189
849,Carol,Female,00:00.0,39,Premium,3,"Fri, Sun, Tue",True,"Pilates, XCore, Spinning",16:37:00,19:33:00,78.45174218144241,True,Jeffrey,Email,45,1912.37,15.16,False,6,9.4,Muscle Gain,False,56.400000000000006,86056.65,0.3955174686882004,318.19800332778703
850,Reinhold,Male,00:00.0,33,Premium,2,"Thu, Wed",True,"LesMiles, Running, BodyBalance",14:56:00,16:26:00,74.77260727439648,True,Mike,Referral,41,1651.34,16.16,True,15,5.1,Muscle Gain,False,76.5,67704.94,0.9276437847866418,110.0159893404397
851,Serene,Female,00:00.0,17,Standard,2,"Sun, Tue",False,,8:06:00,9:44:00,66.35727315243611,False,,Referral,47,53.05,10.6,False,5,9.4,Wellness,False,47.0,2493.35,0.471253534401508,10.588822355289421
852,Laraine,Female,00:00.0,35,Standard,4,"Fri, Thu, Tue, Wed",False,,15:43:00,17:32:00,90.75471038703344,True,Hanna,Walk-In,14,1290.98,3.24,True,19,7.9,Weight Loss,True,150.1,18073.72,5.846153846153846,67.9105733824303
853,Westbrooke,Male,00:00.0,39,Standard,3,"Sun, Tue, Wed",True,"HIT, BodyPump, XCore",12:16:00,14:42:00,85.16141215116073,False,,Flyer,39,149.71,13.59,False,19,6.7,General Health,True,127.3,5838.6900000000005,1.397058823529412,7.8753287743293
854,Odelia,Male,00:00.0,25,Standard,2,"Fri, Sun",False,,20:20:00,23:16:00,76.05156527315941,False,,Social Media,25,552.33,12.6,True,10,8.6,General Health,False,86.0,13808.250000000002,0.7930214115781127,55.177822177822186
855,Gordie,Male,00:00.0,14,Standard,1,Fri,False,,12:10:00,13:12:00,71.36757395496404,False,,Flyer,20,166.07,14.97,True,12,7.5,Wellness,True,90.0,3321.3999999999996,0.8010680907877169,13.827643630308076
856,Ester,Female,00:00.0,40,Standard,3,"Fri, Sat, Sun",True,HIT,17:05:00,17:37:00,59.588059807169714,True,Mike,Flyer,2,1227.4,3.81,False,4,7.5,General Health,False,30.0,2454.8,1.0471204188481675,306.0847880299252
857,Danyette,Male,00:00.0,25,Premium,1,Mon,False,,15:55:00,16:52:00,79.00057906408709,False,,Referral,39,1388.85,4.3,False,18,5.6,Wellness,False,100.8,54165.149999999994,4.176334106728539,77.11549139367017
858,Florinda,Female,00:00.0,36,Standard,2,"Mon, Tue",True,"HIT, Zumba, Yoga",10:20:00,12:56:00,80.24114691886771,True,Jeffrey,Flyer,6,273.25,17.86,False,16,6.9,Weight Loss,False,110.4,1639.5,0.8953553441522104,17.067457838850718
859,Mikey,Male,00:00.0,25,Standard,3,"Mon, Sun, Tue",True,HIT,14:45:00,16:44:00,60.96178276413343,False,,Email,17,798.49,15.12,True,8,6.2,General Health,False,49.6,13574.33,0.5287508261731659,99.68664169787766
860,Marcelle,Male,00:00.0,24,Standard,2,"Thu, Tue",True,"HIT, Yoga, BodyPump",18:33:00,21:25:00,59.280466051179815,False,,Referral,25,939.66,18.21,False,4,5.1,Weight Loss,True,20.4,23491.5,0.2195389681668496,234.32917705735662
861,Tasia,Male,00:00.0,35,Standard,2,"Sat, Thu",True,"BodyPump, Yoga",14:22:00,16:02:00,86.75063121900035,False,,Email,28,769.65,15.29,False,12,6.8,Muscle Gain,True,81.6,21550.2,0.7843137254901962,64.08409658617819
862,Zackariah,Male,00:00.0,31,Standard,4,"Fri, Mon, Tue, Wed",True,"LesMiles, Kickboxen",17:19:00,18:20:00,47.07695878464316,True,Mike,Social Media,2,286.0,12.14,False,2,5.4,General Health,False,10.8,572.0,0.1646090534979424,142.28855721393037
863,Wash,Male,00:00.0,32,Standard,5,"Fri, Mon, Sun, Tue, Wed",False,,11:08:00,12:57:00,59.19896361575892,False,,Referral,35,866.95,13.26,True,4,6.3,Muscle Gain,False,25.2,30343.25,0.30143180105501133,216.1970074812968
864,Malchy,Male,00:00.0,48,Premium,3,"Fri, Mon, Tue",True,BodyBalance,16:01:00,16:50:00,50.53833750121768,True,Hanna,Social Media,37,1514.8,17.84,False,5,5.5,General Health,False,27.5,56047.6,0.2801120448179272,302.3552894211577
865,Erhard,Male,00:00.0,45,Standard,4,"Mon, Sat, Thu, Tue",False,,11:19:00,13:02:00,56.0789407557417,True,Hanna,Referral,5,188.46,11.79,True,3,5.5,Weight Loss,False,16.5,942.3000000000001,0.25423728813559326,62.61129568106313
866,Evangelia,Female,00:00.0,22,Standard,3,"Mon, Sun, Tue",True,Zumba,11:46:00,13:45:00,59.18531268583248,True,Chantal,Walk-In,1,206.35,12.83,False,9,6.0,Wellness,True,54.0,206.35,0.7009345794392523,22.9023307436182
867,Anderea,Female,00:00.0,39,Standard,5,"Fri, Mon, Sat, Thu, Tue",True,"LesMiles, Running",16:05:00,16:59:00,95.17135183432268,True,Mike,Flyer,40,741.8,3.55,False,18,10.0,Weight Loss,False,180.0,29672.0,5.056179775280899,41.188228761798996
868,Merlina,Female,00:00.0,45,Premium,2,"Sat, Sun",True,"BodyBalance, Spinning, BodyPump",18:26:00,19:45:00,60.892983371927954,True,Mike,Walk-In,12,1886.37,9.74,False,11,5.0,Weight Loss,False,55.0,22636.44,1.1282051282051282,171.33242506811987
869,Saba,Female,00:00.0,17,Standard,2,"Sun, Tue",True,LesMiles,12:09:00,14:26:00,60.63943638579258,True,Mike,Social Media,36,1353.72,14.47,False,3,8.2,Weight Loss,True,24.599999999999998,48733.92,0.20718232044198895,449.7408637873755
870,Chic,Male,00:00.0,34,Standard,2,"Fri, Wed",True,"HIT, XCore",12:59:00,13:31:00,44.61676761357284,False,,Flyer,45,1373.41,5.78,False,2,5.7,General Health,False,11.4,61803.450000000004,0.3454231433506045,683.2885572139305
871,Annora,Female,00:00.0,33,Standard,5,"Mon, Sun, Thu, Tue, Wed",True,XCore,12:21:00,14:43:00,77.28429004074128,False,,Referral,23,755.74,4.44,False,9,9.6,Wellness,False,86.39999999999999,17382.02,2.0224719101123596,83.87791342952275
872,Brennen,Male,00:00.0,14,Standard,2,"Thu, Wed",False,,9:46:00,11:32:00,77.92841552674187,False,,Flyer,47,1207.64,6.62,False,14,5.5,Muscle Gain,False,77.0,56759.08,2.1116138763197587,86.19842969307638
873,Harwilll,Male,00:00.0,40,Standard,1,Sat,False,,20:27:00,22:32:00,73.77255349765866,False,,Email,31,69.76,5.21,False,4,9.8,Weight Loss,True,39.2,2162.56,0.7662835249042146,17.396508728179555
874,Wini,Female,00:00.0,23,Standard,2,"Sun, Thu",True,"BodyBalance, LesMiles, Zumba",14:42:00,16:04:00,66.96861187783004,True,Jeffrey,Flyer,11,1290.39,4.69,False,9,8.1,General Health,False,72.89999999999999,14194.29,1.9148936170212765,143.2175360710322
875,Lester,Male,00:00.0,14,Premium,2,"Sun, Thu",True,"BodyPump, HIT",13:45:00,14:41:00,80.88822422394217,False,,Email,10,1830.91,8.78,False,13,5.0,Muscle Gain,True,65.0,18309.100000000002,1.478953356086462,140.73097617217525
876,Ramona,Female,00:00.0,12,Standard,5,"Fri, Mon, Sat, Sun, Thu",True,"Running, XCore, LesMiles",18:32:00,20:19:00,91.07432071838167,False,,Flyer,3,1244.52,18.2,False,18,9.5,Weight Loss,True,171.0,3733.56,0.9884678747940692,69.10161021654636
877,Hobart,Male,00:00.0,15,Premium,2,"Fri, Thu",False,,9:12:00,10:54:00,86.1312683605963,True,Hanna,Email,14,1753.71,10.39,False,15,7.6,Muscle Gain,False,114.0,24551.940000000002,1.4423076923076923,116.836109260493
878,Elisa,Female,00:00.0,20,Premium,3,"Fri, Sun, Thu",False,,14:04:00,15:30:00,61.69603626755039,False,,Social Media,16,1461.75,4.16,False,10,6.3,Weight Loss,False,63.0,23388.0,2.3980815347721824,146.02897102897103
879,Lil,Female,00:00.0,21,Standard,3,"Fri, Mon, Sat",False,,10:39:00,11:32:00,88.64282136482623,True,Chantal,Walk-In,10,285.09,2.0,False,16,8.8,Muscle Gain,False,140.8,2850.8999999999996,7.9601990049751254,17.806995627732665
880,Ketti,Female,00:00.0,29,Premium,2,"Fri, Sun",False,,11:02:00,13:47:00,94.59299223192154,True,Chantal,Referral,29,1809.78,14.08,True,12,9.6,Muscle Gain,True,115.19999999999999,52483.62,0.8516678495386799,150.6894254787677
881,Alexei,Male,00:00.0,24,Standard,3,"Fri, Mon, Sat",False,,10:46:00,12:00:00,53.78011945238448,True,Jeffrey,Flyer,10,179.57,7.96,False,5,7.4,Wellness,True,37.0,1795.6999999999998,0.6273525721455459,35.84231536926148
882,Johnna,Female,00:00.0,29,Standard,2,"Mon, Thu",False,,15:39:00,18:08:00,48.610402362036965,True,Hanna,Walk-In,12,1091.24,16.53,False,2,6.6,Wellness,False,13.2,13094.880000000001,0.12091898428053202,542.905472636816
883,Fan,Female,00:00.0,13,Standard,3,"Sat, Thu, Tue",True,"Spinning, XCore",15:31:00,17:52:00,79.40810798799382,False,,Referral,30,327.17,13.36,True,10,8.9,Weight Loss,True,89.0,9815.1,0.7479431563201198,32.684315684315685
884,Wayland,Male,00:00.0,49,Standard,1,Mon,True,"HIT, LesMiles, XCore",16:18:00,17:50:00,59.246763398723175,False,,Referral,41,72.83,16.03,True,1,8.4,General Health,True,8.4,2986.0299999999997,0.06234413965087281,72.10891089108911
885,Biddy,Female,00:00.0,37,Standard,3,"Fri, Thu, Wed",False,,14:33:00,16:10:00,64.44170542001366,False,,Email,1,872.97,5.8,False,7,9.4,Wellness,True,65.8,872.97,1.2048192771084338,124.5320970042796
886,Cathryn,Female,00:00.0,19,Standard,4,"Sat, Sun, Tue, Wed",True,"HIT, Running, Pilates",15:47:00,18:15:00,99.55271789965468,False,,Social Media,5,625.33,14.0,False,17,8.5,Muscle Gain,False,144.5,3126.65,1.2134189864382583,36.76249265138154
887,Cord,Male,00:00.0,23,Standard,2,"Sat, Tue",False,,19:04:00,19:56:00,82.50246991154128,False,,Social Media,20,997.7,5.65,False,16,6.2,Wellness,True,99.2,19954.0,2.8268551236749118,62.317301686445965
888,Tiffi,Female,00:00.0,34,Standard,2,"Mon, Tue",False,,17:02:00,18:02:00,61.61578544905068,True,Mike,Walk-In,8,1175.54,18.81,True,3,9.7,Wellness,False,29.099999999999998,9404.32,0.1594048884165781,390.54485049833886
889,Wilt,Male,00:00.0,18,Standard,3,"Fri, Sun, Tue",True,"Spinning, Zumba, BodyPump",11:41:00,13:50:00,72.56786664000914,False,,Social Media,43,135.29,12.91,False,14,5.5,Weight Loss,True,77.0,5817.469999999999,1.08359133126935,9.65667380442541
890,Gonzales,Male,00:00.0,27,Standard,3,"Sat, Thu, Tue",False,,20:18:00,21:06:00,59.483601971027305,True,Hanna,Flyer,12,289.86,6.83,True,10,6.3,Wellness,True,63.0,3478.32,1.4619883040935673,28.957042957042958
891,Hamilton,Male,00:00.0,47,Standard,5,"Mon, Sat, Sun, Thu, Tue",False,,11:26:00,14:16:00,66.32828476618495,False,,Social Media,1,1139.35,5.76,False,7,7.6,Wellness,False,53.199999999999996,1139.35,1.2131715771230505,162.5320970042796
892,Renard,Male,00:00.0,30,Standard,2,"Fri, Sun",False,,12:22:00,13:02:00,95.8563568066483,True,Mike,Walk-In,20,719.18,4.22,True,17,7.8,Muscle Gain,True,132.6,14383.599999999999,4.0189125295508275,42.279835390946495
893,Borden,Male,00:00.0,40,Premium,2,"Mon, Sat",True,"Pilates, Kickboxen",20:33:00,21:04:00,55.70573477912726,True,Jeffrey,Social Media,28,1471.89,14.05,True,6,5.1,Wellness,False,30.599999999999998,41212.920000000006,0.4267425320056899,244.90682196339438
